Code~VulnerabilityStatus
"$query = \"UPDATE students SET student_id='$student_id', batch_id='$batch_id', student_fname='$student_fname', student_lname='$student_lname', email='$email', birthday='$birthday' , contactnumber='$contactnumber', password='$password' , NIC='$NIC' WHERE student_id= $student_id \" ;"~0
"$mysqli->query(\"DELETE FROM students_results WHERE student_id=$student_id\")  or die(mysqli_error($mysqli));"~1
"$mysqli->query(\"DELETE FROM students_payments WHERE student_id=$student_id\")  or die(mysqli_error($mysqli));"~0
"$mysqli->query(\"DELETE FROM students WHERE student_id=$student_id\")  or die(mysqli_error($mysqli));"~1
"$query = \"UPDATE students SET picture='$picture' WHERE student_id= $student_id \" ;"~0
"$result = mysqli_query($conn,\"SELECT * FROM admins WHERE admin_email='\" . $email.\"'\");"~0
"$result  = $mysqli->query(\"SELECT * FROM student_batches \") or die ($mysqli->erorr);"~1
"$query = \"Select * from person\";"~0
"$sql=\"SELECT * FROM notice\";"~0
"$query2=\"SELECT * FROM matches \";"~0
"$sql = \"INSERT INTO services(sname,pid,status,price) VALUES(:sname,:pid,:status,:price)\";"~0
"<?php $ret = \"SELECT `id`,`pname` FROM `product`\";"~1
"$sql = \"INSERT INTO $subject (question,chepter,difficulty,marks,username)"~0
"$query=\"INSERT INTO profil_team (team_name,adminstrator,phone,location,map_url,region,email) values"~0
"$query2=\"INSERT INTO ranking2 (team_name,points,play,gf,ga,di,birth,region) values"~1
"$query3=\"INSERT INTO ranking2 (team_name,points,play,gf,ga,di,birth,region) values"~0
"$query4=\"INSERT INTO ranking2 (team_name,points,play,gf,ga,di,birth,region) values"~1
"$query5=\"INSERT INTO ranking2 (team_name,points,play,gf,ga,di,birth,region) values"~0
"$data=\"Insert into purchaseitem(purchase_code,supplier_name,challan_no,purchase_date,item_type,item_name,brand_name,unit_price,quantity,grand_tot)"~0
"$checkCode = $database->prepare(\"SELECT SECURITY_CODE FROM users WHERE SECURITY_CODE = :SECURITY_CODE\");"~0
"$update = $database->prepare(\"UPDATE users SET SECURITY_CODE = :NEWSECURITY_CODE ,"~1
"$query = \"UPDATE admins SET admin_name='$admin_name', admin_email='$admin_email', admin_password='$admin_password', admin_picture='$admin_picture', admin_year='$admin_year', admin_birthday='$admin_birthday' , admin_NIC='$admin_NIC' WHERE admin_id= $id \" ;"~0
"$query = \"UPDATE course_details SET course_id='$course_id', course_name='$course_name', module_1='$module_1', module_2='$module_2', module_3='$module_3', module_4='$module_4', module_5='$module_5', module_6='$module_6', module_7='$module_7', module_8='$module_8', module_9='$module_9', module_10='$module_10' WHERE course_id= $id \" ;"~0
"$q1=\"select * from profaoi where pid='{$id}' and area='{$a}'\";"~0
"$query=\"insert into profaoi(pid,area) values('{$id}','{$a}')\";"~1
"$sql = \"INSERT INTO admin(username,password)"~0
"$que=\"INSERT INTO results (first_team,first_team_result,second_team,second_team_result,match_date,birth,region) values"~0
"$qq1=\"select * from ranking2 where team_name='$fteam' and birth='$birthd' and region='$reg' \";"~1
"$q1update=\"update ranking2 set play='$play' , points='$pointss' , gf='$gff' , ga='$gaa' ,di='$dif' where team_name='$fteam' and birth='$birthd' and region='$reg' \";"~0
"$qq2=\"select * from ranking2 where team_name='$steam' and birth='$birthd' and region='$reg' \";"~1
"$q1update2=\"update ranking2 set play='$play2' , gf='$gff2' , ga='$gaa2' ,di='$dif2' where team_name='$steam' and birth='$birthd' and region='$reg' \";"~0
"$qq1=\"select * from ranking2 where team_name='$steam' and birth='$birthd' and region='$reg' \";"~1
"$q1update=\"update ranking2 set play='$play' , points='$pointss' , gf='$gff' , ga='$gaa' ,di='$dif' where team_name='$steam' and birth='$birthd' and region='$reg' \";"~0
"$qq2=\"select * from ranking2 where team_name='$fteam' and birth='$birthd' and region='$reg' \";"~1
"$q1update2=\"update ranking2 set play='$play2' , gf='$gff2' , ga='$gaa2' ,di='$dif2' where team_name='$fteam' and birth='$birthd' and region='$reg' \";"~0
"$qq1=\"select * from ranking2 where team_name='$fteam' and birth='$birthd' and region='$reg' \";"~1
"$q1update=\"update ranking2 set play='$play' , points='$pointss' , gf='$gff' , ga='$gaa' ,di='$dif' where team_name='$fteam' and birth='$birthd' and region='$reg' \";"~0
"$qq2=\"select * from ranking2 where team_name='$steam' and birth='$birthd' and region='$reg' \";"~1
"$q1update2=\"update ranking2 set play='$play2' ,points='$pointss2' , gf='$gff2' , ga='$gaa2' ,di='$dif2' where team_name='$steam' and birth='$birthd' and region='$reg' \";"~0
"$q1=\"SELECT * FROM profil_team order by region \";"~1
"$q2=\"SELECT * FROM profil_team order by region \";"~0
"$sql= \"select * from assignment\";"~0
"$sql= \"select * from assignment where stream='\".$_POST['stream'].\"'and year='\".$_POST['year'].\"' order by date desc\";"~1
"$result = mysqli_query($conn,\"SELECT * FROM admins WHERE admin_email='\" . $email.\"'\");"~0
"$resultSet2 = $mysqli->query(\"SELECT batch_code FROM student_batches  \");"~1
"$q1=\"delete from profaoi where pid='{$_SESSION['idp']}' and area='{$x}'\";"~0
"$q=\"select * from profaoi where pid='{$id}'\";"~1
"CREATE TABLE Pet ("~0
"ALTER TABLE Pet ("~1
"DELETE TABLE Pet"~0
"$stmt = $dbCon->prepare(\"INSERT INTO Pet(petname, age, city) VALUES(?, ?, ?)\");"~1
"$stmt = $dbCon->prepare(\"SELECT * FROM Pet\");"~0
"$stmt = $dbCon->prepare(\"SELECT * FROM Pet WHERE id = ?\");"~1
"$stmt = $dbCon->prepare(\"UPDATE Pet SET petname = ?, age = ?, city = ? WHERE id = ?\");"~0
"$stmt = $dbCon->prepare(\"DELETE FROM Pet WHERE id = ?\");"~1
"$sql3 = \"SELECT `id` FROM `users` WHERE `email`=:email3\";"~0
"$sql = \"INSERT INTO repairs(sid,pid,status,price,userid) VALUES(:sid,:pid,:status,:price,:uid)\";"~1
"<?php $ret=\"select id, pname from product\";"~0
"$sql = \"SELECT * from system\";"~1
"<?php $sql = \"SELECT payment.*, users.fname, users.lname FROM payment inner join users on users.id=payment.userid  WHERE payment.`status`=0\";"~0
"$stmt = $DB_con->prepare('INSERT INTO tbl_users(userName,userProfession,userPic) VALUES(:uname, :ujob, :upic)');"~0
"$query = \"INSERT INTO `user`(`fname`, `lname`, `email`, `pass`, `img`) VALUES ('$fname','$lname','$mail','$passw','$imgname')\";"~0
"$query2 = \"DELETE FROM `user` WHERE `slno`=\".$_SESSION['id'];"~1
"$query = \"UPDATE `user` SET `fname`='$friname', `lname`='$lstname', `email`='$mailv' WHERE `slno`=\".$_SESSION['id'];"~0
"$res=$obj->fetch(\"update user SET status='1' WHERE id=\".$_GET['id']);"~0
"$sql=\"SELECT * FROM classnote where stream ='\".$stream.\"' AND year='\".$year.\"'\";"~0
"$query = \"UPDATE students_results SET studentresult_id='$studentresult_id', student_id='$student_id', batch_id='$batch_id', subject1_results='$subject1_results', subject2_results='$subject2_results', subject3_results='$subject3_results', subject4_results='$subject4_results' , subject5_results='$subject5_results', subject6_results='$subject6_results', subject7_results='$subject7_results', subject8_results='$subject8_results', subject9_results='$subject9_results' , subject10_results='$subject10_results', final__status='$final__status'  WHERE studentresult_id= $studentresult_id \" ;"~0
"$mysqli->query(\"DELETE FROM students_results WHERE studentresult_id=$studentresult_id\") or die ($mysqli->error());"~1
"$q1=\"update profaoi set nos='{$size[$i]}' where pid='{$_GET['id']}' and area='{$a}'\";"~0
"$q=\"select * from profaoi where pid='{$id}'\";"~1
"$sql=\"SELECT services.*, product.pname FROM services INNER JOIN product on product.id=services.pid  AND services.status=:status ORDER BY services.id DESC LIMIT 50\";"~0
"$sql = \"SELECT * FROM services where services.status=:status\";"~1
"$sql = \"SELECT * FROM `admin` WHERE  `adminame` = '$username' AND `password` = '$password'\";"~0
"$sql = \"UPDATE `{$this->table}` SET \";"~0
"$sql = \"DELETE FROM `{$this->table}`"~1
"$sql = \"INSERT INTO `{$this->table}`"~0
"//Create a date from string"~0
"$sql = \"INSERT INTO payment(amount,refno,status,userid) VALUES(:amount,:refno,:status,:userid)\";"~0
"<?php $ret=\"select id, fname,lname from users\";"~1
"$que=\"INSERT INTO matches (first_team,second_team,match_date,match_time,birth,staduim,region) values"~0
"$q1=\"SELECT * FROM profil_team order by region\";"~1
"$q2=\"SELECT * FROM profil_team order by region\";"~0
"* Create a new CharacterStream with the given $chars, if set."~0
"$query = \"SELECT * FROM services WHERE pid = \".$_POST['productId'];"~0
"$query = \"SELECT * FROM services WHERE services.id = \".$_POST['serviceId'];"~1
"$result = mysqli_query($conn,\"SELECT * FROM admins WHERE admin_email='\" . $email.\"'\");"~0
"$result  = $mysqli->query(\"SELECT * FROM course_details \") or die ($mysqli->erorr);"~1
"$SQL = \"SELECT * FROM report\";"~0
"$sql = \"SELECT id,isFarmer FROM farm WHERE username = '\" . $_POST['USERNAME'] . \"' AND password = '\" . $_POST['PASSWORD'] . \"' LIMIT 1\";"~1
"$result = mysqli_query($conn,\"SELECT * FROM admins WHERE admin_email='\" . $email.\"'\");"~0
"$result  = $mysqli->query(\"SELECT * FROM module_assignments\") or die ($mysqli->erorr);"~1
"$result = mysqli_query($conn,\"SELECT * FROM admins WHERE admin_email='\" . $email.\"'\");"~0
"$result  = $mysqli->query(\"SELECT * FROM admins \") or die ($mysqli->erorr);"~1
"$statement = $pdo->prepare(\"INSERT INTO todo_list VALUES(DEFAULT, :name, :done)\");"~0
"mysqli_query($conn, \"UPDATE `orders` SET payment_status = '$update_payment' , shipment_date = '$shipment_date' WHERE id = '$order_update_id'\") or die('query failed');"~0
"mysqli_query($conn, \"UPDATE `orders` SET shipment_date = '$shipment_date' WHERE id = '$order_update_id'\") or die('query failed');"~1
"mysqli_query($conn, \"UPDATE `orders` SET payment_status = '$update_payment' , received_date = '$received_date' WHERE id = '$order_update_id'\") or die('query failed');"~0
"mysqli_query($conn, \"UPDATE `orders` SET received_date = '$received_date' WHERE id = '$order_update_id'\") or die('query failed');"~1
"mysqli_query($conn, \"UPDATE `orders` SET payment_status = '$update_payment' , payment_date = '$payment_date' WHERE id = '$order_update_id'\") or die('query failed');"~0
"mysqli_query($conn, \"UPDATE `orders` SET payment_date = '$payment_date' WHERE id = '$order_update_id'\") or die('query failed');"~1
"mysqli_query($conn, \"UPDATE `orders` SET payment_status = '$update_payment' WHERE id = '$order_update_id'\") or die('query failed');"~0
"mysqli_query($conn, \"DELETE FROM `orders` WHERE id = '$delete_id'\") or die('query failed');"~1
"$select_orders = mysqli_query($conn, \"SELECT * FROM `orders` WHERE payment_status='$status'\") or die('query failed');"~0
"$select_orders = mysqli_query($conn, \"SELECT * FROM `orders`\") or die('query failed');"~1
"$data=\"Insert into working(ref_no,client_name,order_no,order_date,item_name,unitprice,quantity,grandtot)"~0
"$select_admin = $conn->query(\"SELECT * FROM users WHERE id = '$admin_id'\");"~0
"$select_orders = mysqli_query($conn, \"SELECT * FROM orders WHERE payment_status = 'wadmin'\") or die('query failed');"~1
"$select_orders = mysqli_query($conn, \"SELECT * FROM orders WHERE payment_status = 'wdelivery'\") or die('query failed');"~0
"$select_orders = mysqli_query($conn, \"SELECT * FROM orders WHERE payment_status = 'finish'\") or die('query failed');"~1
"$select_orders = mysqli_query($conn, \"SELECT * FROM orders WHERE payment_status = 'rproduct'\") or die('query failed');"~0
"$select_orders = mysqli_query($conn, \"SELECT * FROM orders WHERE payment_status = 'rpd'\") or die('query failed');"~1
"$select_quantity = mysqli_query($conn, \"SELECT SUM(quantity) as total_quantity FROM `products`\");"~0
"$select_users = mysqli_query($conn, \"SELECT * FROM `users` WHERE user_type = 'user'\") or die('query failed');"~1
"$select_users = mysqli_query($conn, \"SELECT * FROM `users` WHERE user_type = 'admin'\") or die('query failed');"~0
